	replicates1	replicates2	replicates3
gene3903	20	22	21
gene3904	31	28	19
gene3905	10	13	17
gene3906	33	32	31
gene3907	6	3	3
gene3908	15	24	14
gene3909	7	9	12
gene3910	18	17	12
gene3911	21	26	22
gene3912	8	22	16
gene3913	18	14	17
gene3914	12	13	7
gene3915	10	7	12
gene3916	8	9	11
gene3917	17	18	15
gene3918	27	14	23
gene3919	21	20	24
gene3920	16	26	28
gene3921	22	27	27
gene3922	14	23	18
gene3923	25	21	29
gene3924	13	13	19
gene3925	19	34	27
gene3926	13	21	19
gene3927	20	26	27
gene3928	11	14	18
gene3929	32	28	25
gene3930	36	24	24
gene3931	12	20	24
gene3932	15	18	25
gene3933	16	25	14
gene3934	8	19	23
gene3935	13	21	14
gene3936	14	8	20
gene3937	17	20	20
gene3938	11	23	9
gene3939	16	16	21
gene3940	18	22	10
gene3941	36	29	22
gene3942	17	32	23
gene3943	21	11	13
gene3944	3	3	4
gene3945	12	18	24
gene3946	17	12	14
gene3947	10	17	9
gene3948	27	40	32
gene3949	15	27	21
gene3950	16	15	18
gene3951	22	23	27
gene3952	22	21	20
gene3953	13	11	12
gene3954	25	15	20
gene3955	14	13	14
gene3956	19	19	15
gene3957	15	15	17
gene3958	22	18	21
gene3959	27	24	30
gene3960	18	31	30
gene3961	22	28	23
gene3962	23	22	25
gene3963	21	24	12
gene3964	23	27	23
gene3965	15	10	13
gene3966	21	29	18
gene3967	17	24	25
gene3968	21	23	20
gene3969	22	27	33
gene3970	18	11	17
gene3971	13	25	21
gene3972	17	15	9
gene3973	21	23	21
gene3974	31	30	28
gene3975	21	18	21
gene3976	11	9	12
gene3977	13	11	13
gene3978	18	19	9
gene3979	15	14	15
gene3980	15	17	29
gene3981	36	32	34
gene3982	12	13	16
gene3983	29	21	31
gene3984	13	11	16
gene3985	27	28	20
gene3986	30	31	30
gene3987	21	17	18
gene3988	22	18	23
gene3989	27	22	27
gene3990	17	18	21
gene3991	9	11	12
gene3992	17	18	20
gene3993	17	13	14
gene3994	14	26	13
gene3995	30	27	20
gene3996	15	30	27
gene3997	21	30	27
gene3998	16	16	17
gene3999	27	17	21
gene4000	11	9	12
gene4001	25	20	21
gene4002	32	32	29
gene4003	25	21	21
gene4004	17	22	25
gene4005	19	14	18
gene4006	14	17	19
gene4007	15	15	13
gene4008	24	32	30
gene4009	28	26	18
gene4010	17	8	12
gene4011	11	10	16
gene4012	17	19	23
gene4013	12	13	17
gene4014	15	19	16
gene4015	30	17	20
gene4016	15	14	22
gene4017	22	17	18
gene4018	9	15	15
gene4019	26	29	30
gene4020	21	25	35
gene4021	24	25	25
gene4022	23	14	24
gene4023	31	41	45
gene4024	19	15	15
gene4025	22	19	29
gene4026	31	17	16
gene4027	22	22	12
gene4028	16	14	24
gene4029	35	28	43
gene4030	19	13	15
gene4031	14	15	13
gene4032	16	23	28
gene4033	18	19	16
gene4034	37	45	36
gene4035	19	23	19
gene4036	20	14	19
gene4037	28	26	19
gene4038	19	18	35
gene4039	14	16	13
gene4040	24	16	16
gene4041	16	19	19
gene4042	15	18	16
gene4043	10	15	17
gene4044	24	38	26
gene4045	17	21	24
gene4046	9	12	21
gene4047	6	4	8
gene4048	39	18	22
gene4049	9	10	11
gene4050	22	16	14
gene4051	11	23	8
gene4052	17	14	13
gene4053	25	17	16
gene4054	22	22	23
gene4055	41	23	22
gene4056	9	10	13
gene4057	24	35	26
gene4058	26	22	19
gene4059	22	25	20
gene4060	38	42	39
gene4061	15	12	14
gene4062	13	5	7
gene4063	13	21	16
gene4064	21	23	20
gene4065	21	20	18
gene4066	28	29	19
gene4067	25	35	31
gene4068	18	21	23
gene4069	13	15	16
gene4070	21	25	18
gene4071	16	10	15
gene4072	35	37	29
gene4073	26	17	24
gene4074	20	8	16
gene4075	22	22	24
gene4076	19	16	12
gene4077	15	12	23
gene4078	24	13	27
gene4079	25	24	10
gene4080	10	11	11
gene4081	21	23	35
gene4082	13	11	17
gene4083	15	16	12
gene4084	17	18	17
gene4085	34	25	28
gene4086	29	10	13
gene4087	17	15	15
gene4088	27	23	17
gene4089	25	26	22
gene4090	5	14	3
gene4091	34	40	26
gene4092	15	17	16
gene4093	21	29	24
gene4094	33	24	19
gene4095	31	25	12
gene4096	28	40	33
gene4097	11	8	8
gene4098	7	10	9
gene4099	18	17	12
gene4100	14	22	16
gene4101	38	21	23
gene4102	9	21	14
gene4103	30	29	26
gene4104	8	4	8
gene4105	23	24	19
gene4106	32	23	24
gene4107	21	17	22
gene4108	30	24	18
gene4109	31	30	20
gene4110	19	25	29
gene4111	24	21	27
gene4112	13	7	9
gene4113	18	23	28
gene4114	27	29	25
gene4115	19	15	22
gene4116	14	24	17
gene4117	21	25	30
gene4118	8	16	12
gene4119	29	26	19
gene4120	27	15	25
gene4121	16	15	17
gene4122	24	23	21
gene4123	19	14	13
gene4124	19	24	24
gene4125	18	8	10
gene4126	13	14	11
gene4127	23	13	10
gene4128	17	27	21
gene4129	10	12	12
gene4130	24	26	33
gene4131	29	23	35
gene4132	20	20	20
gene4133	12	16	21
gene4134	23	22	16
gene4135	25	26	21
gene4136	19	21	19
gene4137	31	25	22
gene4138	25	28	18
gene4139	31	33	41
gene4140	12	5	4
gene4141	18	20	18
gene4142	12	27	9
gene4143	20	19	18
gene4144	34	20	24
gene4145	22	34	21
gene4146	28	22	18
gene4147	14	16	13
gene4148	18	15	18
gene4149	26	12	18
gene4150	11	11	12
gene4151	14	18	15
gene4152	19	19	16
gene4153	13	11	19
gene4154	24	27	26
gene4155	15	19	27
gene4156	16	14	19
gene4157	18	21	26
gene4158	15	20	18
gene4159	9	13	21
gene4160	33	26	14
gene4161	20	21	19
gene4162	21	22	23
gene4163	19	17	13
gene4164	15	25	23
gene4165	14	7	8
gene4166	44	42	29
gene4167	26	26	16
gene4168	17	14	8
gene4169	10	11	11
gene4170	28	16	13
gene4171	16	12	16
gene4172	31	41	42
gene4173	23	18	23
gene4174	14	21	20
gene4175	11	14	18
gene4176	40	29	34
gene4177	34	19	16
gene4178	6	7	14
gene4179	17	30	27
gene4180	34	20	26
gene4181	30	34	33
gene4182	15	10	16
gene4183	19	29	16
gene4184	14	26	16
gene4185	17	10	12
gene4186	19	28	22
gene4187	16	13	12
gene4188	16	30	22
gene4189	16	17	11
gene4190	21	16	36
gene4191	10	21	14
gene4192	12	11	12
gene4193	16	17	20
gene4194	9	23	2
gene4195	29	36	32
gene4196	38	24	18
gene4197	23	42	20
gene4198	9	11	12
gene4199	21	17	14
gene4200	35	34	28
gene4201	21	15	21
gene4202	17	15	14
gene4203	13	16	13
gene4204	26	22	16
gene4205	23	13	14
gene4206	21	12	15
gene4207	22	33	40
gene4208	29	24	34
gene4209	9	4	9
gene4210	10	10	12
gene4211	11	11	11
gene4212	9	9	16
gene4213	20	16	20
gene4214	17	19	10
gene4215	17	12	12
gene4216	20	16	14
gene4217	22	21	37
gene4218	27	18	18
gene4219	20	19	20
gene4220	6	9	11
gene4221	19	19	19
gene4222	27	25	39
gene4223	26	20	15
gene4224	17	14	14
gene4225	14	14	19
gene4226	20	19	32
gene4227	14	24	16
gene4228	28	21	33
gene4229	10	20	19
gene4230	16	16	8
gene4231	25	25	35
gene4232	12	15	18
gene4233	21	23	20
gene4234	17	27	32
gene4235	41	33	39
gene4236	30	20	22
gene4237	28	31	22
gene4238	36	33	28
gene4239	16	24	20
gene4240	24	21	30
gene4241	10	14	13
gene4242	11	11	5
gene4243	20	25	19
gene4244	16	16	13
gene4245	7	11	23
gene4246	23	13	21
gene4247	24	23	24
gene4248	16	16	15
gene4249	21	19	25
gene4250	11	17	11
gene4251	14	16	13
gene4252	24	24	23
gene4253	15	21	20
gene4254	33	28	27
gene4255	19	18	16
gene4256	23	26	24
gene4257	10	8	9
gene4258	15	11	12
gene4259	18	17	11
gene4260	32	31	42
gene4261	34	35	29
gene4262	14	24	30
gene4263	21	19	18
gene4264	23	31	28
gene4265	24	37	32
gene4266	14	11	8
gene4267	21	21	29
gene4268	27	35	26
gene4269	20	26	21
gene4270	12	15	8
gene4271	24	30	20
gene4272	22	24	28
gene4273	28	24	23
gene4274	30	36	34
gene4275	24	12	10
gene4276	7	6	13
gene4277	27	27	22
gene4278	23	31	31
gene4279	16	20	15
gene4280	14	20	13
gene4281	20	18	19
gene4282	25	26	22
gene4283	8	5	14
gene4284	26	19	26
gene4285	15	12	16
gene4286	18	27	25
gene4287	13	12	13
gene4288	25	23	19
gene4289	25	31	29
gene4290	19	19	22
gene4291	21	20	14
gene4292	13	19	17
gene4293	20	31	28
gene4294	16	11	11
gene4295	10	6	8
gene4296	20	28	26
gene4297	27	34	34
gene4298	7	16	16
gene4299	12	25	17
gene4300	26	21	26
gene4301	11	16	22
gene4302	34	28	33
gene4303	32	28	39
gene4304	23	12	8
gene4305	25	23	31
gene4306	8	9	17
gene4307	34	30	28
gene4308	11	5	7
gene4309	35	28	34
gene4310	16	18	17
gene4311	13	16	16
gene4312	13	22	18
gene4313	7	7	6
gene4314	26	34	33
gene4315	15	15	15
gene4316	10	12	14
gene4317	27	20	25
gene4318	24	23	16
gene4319	7	13	8
gene4320	12	9	8
gene4321	16	32	28
gene4322	26	27	22
gene4323	40	36	26
gene4324	13	12	15
gene4325	43	41	36
gene4326	15	15	16
gene4327	6	18	13
gene4328	10	15	22
gene4329	13	18	7
gene4330	23	18	18
gene4331	21	18	19
gene4332	27	18	20
gene4333	23	18	11
gene4334	23	22	21
gene4335	20	16	17
gene4336	18	25	22
gene4337	30	25	27
gene4338	15	17	22
gene4339	28	36	26
gene4340	12	12	13
gene4341	35	26	29
gene4342	13	14	19
gene4343	17	19	17
gene4344	22	21	13
gene4345	18	14	17
gene4346	20	29	21
gene4347	17	17	14
gene4348	14	15	21
gene4349	20	19	20
gene4350	29	13	15
gene4351	32	32	30
gene4352	25	14	17
gene4353	11	16	9
gene4354	15	34	20
gene4355	25	21	22
gene4356	7	12	7
gene4357	21	27	23
gene4358	17	14	7
gene4359	9	15	14
gene4360	17	18	20
gene4361	10	15	4
gene4362	19	24	16
gene4363	12	15	13
gene4364	20	34	28
gene4365	13	12	17
gene4366	5	9	7
gene4367	27	35	26
gene4368	24	14	23
gene4369	27	56	36
gene4370	16	16	19
gene4371	15	16	15
gene4372	32	25	31
gene4373	39	31	38
gene4374	14	11	9
gene4375	17	16	14
gene4376	14	16	27
gene4377	19	26	15
gene4378	10	20	15
gene4379	10	16	18
gene4380	22	31	12
gene4381	29	20	20
gene4382	18	17	20
gene4383	28	28	36
gene4384	10	12	14
gene4385	20	8	14
gene4386	20	18	21
gene4387	19	14	20
gene4388	25	21	36
gene4389	13	12	18
gene4390	14	22	19
gene4391	20	25	25
gene4392	12	11	16
gene4393	9	6	13
gene4394	19	21	21
gene4395	16	21	13
gene4396	25	24	33
gene4397	15	15	11
gene4398	18	28	37
gene4399	6	5	5
gene4400	17	24	26
gene4401	18	19	14
gene4402	23	34	24
gene4403	20	22	17
gene4404	28	34	22
gene4405	12	16	19
gene4406	29	33	34
gene4407	14	20	15
gene4408	5	8	8
gene4409	17	36	31
gene4410	19	7	12
gene4411	22	16	15
gene4412	20	20	19
gene4413	16	17	14
gene4414	19	13	6
gene4415	5	6	7
gene4416	24	23	33
gene4417	4	4	4
gene4418	19	32	14
gene4419	44	44	36
gene4420	26	25	18
gene4421	20	21	19
gene4422	20	17	20
gene4423	18	18	15
gene4424	19	16	21
gene4425	19	28	15
gene4426	26	35	33
gene4427	15	17	18
gene4428	20	13	18
gene4429	21	21	28
gene4430	16	15	23
gene4431	12	10	27
gene4432	25	19	29
gene4433	8	12	12
gene4434	28	33	27
gene4435	26	25	28
gene4436	38	31	34
gene4437	13	17	14
gene4438	20	12	11
gene4439	26	24	24
gene4440	27	30	26
gene4441	30	24	29
gene4442	20	16	25
gene4443	16	25	24
gene4444	24	26	22
gene4445	15	23	15
gene4446	11	7	19
gene4447	17	24	20
gene4448	18	23	31
gene4449	12	14	10
gene4450	19	21	15
gene4451	15	9	21
gene4452	17	19	31
gene4453	13	10	22
gene4454	11	18	9
gene4455	28	26	24
gene4456	23	10	18
gene4457	42	31	36
gene4458	15	28	7
gene4459	13	10	16
gene4460	7	13	7
gene4461	10	21	19
gene4462	17	12	17
gene4463	25	22	22
gene4464	23	11	30
gene4465	11	22	15
gene4466	24	14	23
gene4467	16	19	24
gene4468	18	22	18
gene4469	16	12	12
gene4470	23	27	27
gene4471	18	24	16
gene4472	17	14	17
gene4473	24	27	24
gene4474	22	25	17
gene4475	37	34	31
gene4476	18	21	13
gene4477	14	20	14
gene4478	19	33	21
gene4479	21	19	21
gene4480	21	18	21
gene4481	31	44	38
gene4482	23	24	31
gene4483	8	18	6
gene4484	22	11	6
gene4485	32	26	28
gene4486	14	16	18
gene4487	32	24	24
gene4488	26	25	24
gene4489	20	23	21
gene4490	30	34	30
gene4491	20	14	13
gene4492	24	25	33
gene4493	17	14	13
gene4494	20	24	25
gene4495	25	19	32
gene4496	25	20	24
gene4497	23	26	23
gene4498	27	30	27
gene4499	20	18	14
gene4500	22	17	21
gene4501	13	15	17
gene4502	14	11	19
gene4503	8	11	12
gene4504	7	15	15
gene4505	33	31	33
gene4506	20	20	18
gene4507	24	21	20
gene4508	20	23	21
gene4509	22	27	13
gene4510	20	20	26
gene4511	15	15	21
gene4512	26	20	24
gene4513	21	22	28
gene4514	26	19	27
gene4515	20	25	20
gene4516	12	8	7
gene4517	10	19	8
gene4518	26	19	16
gene4519	8	4	11
gene4520	7	12	9
gene4521	24	20	26
gene4522	21	12	18
gene4523	11	8	15
gene4524	18	4	16
gene4525	23	26	17
gene4526	39	21	33
gene4527	16	15	17
gene4528	18	19	26
gene4529	24	19	19
gene4530	14	9	9
gene4531	12	14	12
gene4532	21	19	24
gene4533	9	26	20
gene4534	15	17	19
gene4535	32	21	26
gene4536	13	23	21
gene4537	10	19	10
gene4538	14	13	11
gene4539	21	16	25
gene4540	17	19	17
gene4541	16	21	25
gene4542	16	9	18
gene4543	11	14	14
gene4544	10	13	16
gene4545	24	27	27
gene4546	13	19	11
gene4547	10	11	12
gene4548	19	17	14
gene4549	33	28	27
gene4550	22	18	19
gene4551	42	33	29
gene4552	17	33	23
gene4553	21	21	24
gene4554	32	26	21
gene4555	15	10	10
gene4556	28	19	20
gene4557	15	16	11
gene4558	20	18	24
gene4559	24	22	32
gene4560	33	23	21
gene4561	14	18	8
gene4562	28	24	22
gene4563	41	37	40
gene4564	36	30	33
gene4565	24	25	14
gene4566	16	20	20
gene4567	26	37	28
gene4568	42	38	49
gene4569	24	16	26
gene4570	16	18	25
gene4571	33	38	35
gene4572	18	17	18
gene4573	19	16	27
gene4574	30	27	26
gene4575	16	16	14
gene4576	25	28	19
gene4577	16	11	19
gene4578	28	15	25
gene4579	21	19	25
gene4580	29	22	23
gene4581	12	17	11
gene4582	22	30	16
gene4583	17	10	22
gene4584	17	13	22
gene4585	10	16	12
gene4586	17	18	23
gene4587	17	17	17
gene4588	22	32	24
gene4589	17	23	19
gene4590	21	19	25
gene4591	26	25	31
gene4592	15	21	14
gene4593	32	28	26
gene4594	32	33	32
gene4595	23	26	24
gene4596	24	28	19
gene4597	20	24	26
gene4598	18	17	22
gene4599	15	15	16
gene4600	17	13	17
gene4601	31	24	29
gene4602	21	27	15
gene4603	20	24	28
gene4604	27	22	27
gene4605	36	41	29
gene4606	18	27	13
gene4607	9	13	18
gene4608	16	17	28
gene4609	44	34	39
gene4610	12	15	14
gene4611	14	10	10
gene4612	25	19	21
gene4613	11	10	18
gene4614	17	13	12
gene4615	22	26	18
gene4616	10	14	15
gene4617	7	7	14
gene4618	16	26	29
gene4619	8	4	11
gene4620	8	19	20
gene4621	12	13	9
gene4622	15	21	25
gene4623	23	24	30
gene4624	16	18	13
gene4625	13	20	14
gene4626	17	17	17
gene4627	31	19	28
gene4628	19	22	16
gene4629	21	13	14
gene4630	22	23	22
gene4631	27	28	23
gene4632	25	22	27
gene4633	10	8	15
gene4634	18	26	23
gene4635	17	18	17
gene4636	25	23	14
gene4637	17	13	16
gene4638	21	13	7
gene4639	18	18	27
gene4640	13	15	17
gene4641	18	23	27
gene4642	28	34	24
gene4643	19	34	17
gene4644	21	24	13
gene4645	10	9	2
gene4646	21	25	27
gene4647	18	18	13
gene4648	3	16	10
gene4649	6	12	22
gene4650	12	19	20
gene4651	14	11	12
gene4652	9	20	13
gene4653	38	35	34
gene4654	19	31	18
gene4655	26	17	17
gene4656	22	35	29
gene4657	34	31	35
gene4658	12	6	9
gene4659	15	14	12
gene4660	19	24	15
gene4661	22	19	29
gene4662	31	29	23
gene4663	20	28	24
gene4664	11	23	23
gene4665	26	18	19
gene4666	42	27	25
gene4667	20	15	16
gene4668	19	13	17
gene4669	26	27	26
gene4670	21	25	15
gene4671	11	11	8
gene4672	15	20	10
gene4673	19	19	26
gene4674	13	9	11
gene4675	27	26	23
gene4676	7	11	5
gene4677	9	12	11
gene4678	24	29	17
gene4679	21	32	21
gene4680	38	33	30
gene4681	6	24	17
gene4682	22	19	15
gene4683	25	35	25
gene4684	25	21	18
gene4685	11	16	18
gene4686	10	14	11
gene4687	11	23	18
gene4688	26	21	29
gene4689	13	17	21
gene4690	13	10	10
gene4691	18	14	14
gene4692	10	12	11
gene4693	15	13	16
gene4694	14	14	17
gene4695	20	14	22
gene4696	8	9	9
gene4697	20	17	25
gene4698	19	24	27
gene4699	10	11	5
gene4700	15	19	15
gene4701	19	13	18
gene4702	18	18	24
gene4703	19	8	8
gene4704	16	12	20
gene4705	29	36	33
gene4706	20	20	12
gene4707	18	19	16
gene4708	17	15	10
gene4709	8	7	8
gene4710	28	24	26
gene4711	12	5	8
gene4712	21	9	19
gene4713	14	16	20
gene4714	12	13	28
gene4715	18	17	18
gene4716	13	19	12
gene4717	13	14	11
gene4718	35	30	38
gene4719	12	17	22
gene4720	16	37	20
gene4721	30	24	30
gene4722	6	10	14
gene4723	11	9	7
gene4724	17	14	14
gene4725	22	24	29
gene4726	13	5	10
gene4727	17	25	15
gene4728	27	29	31
gene4729	15	12	12
gene4730	14	13	19
gene4731	11	9	11
gene4732	10	16	16
gene4733	12	6	4
gene4734	11	15	15
gene4735	12	18	13
gene4736	28	26	20
gene4737	26	28	17
gene4738	12	9	15
gene4739	20	30	20
gene4740	30	26	25
gene4741	16	14	9
gene4742	13	23	19
gene4743	28	36	33
gene4744	14	19	19
gene4745	14	12	11
gene4746	27	27	26
gene4747	12	18	19
gene4748	26	27	31
gene4749	14	10	17
gene4750	14	24	13
gene4751	11	10	17
gene4752	16	19	19
gene4753	16	20	23
gene4754	32	37	26
gene4755	10	15	9
gene4756	28	33	19
gene4757	30	46	40
gene4758	17	20	15
gene4759	13	7	8
gene4760	14	20	17
gene4761	19	33	27
gene4762	14	23	18
gene4763	20	17	15
gene4764	17	21	24
gene4765	43	33	25
gene4766	9	13	23
gene4767	11	10	17
gene4768	25	15	14
gene4769	24	17	23
gene4770	27	31	35
gene4771	12	21	21
gene4772	10	16	17
gene4773	20	20	18
gene4774	15	13	14
gene4775	23	15	13
gene4776	14	15	17
gene4777	16	18	17
gene4778	7	3	2
gene4779	10	13	12
gene4780	17	8	17
gene4781	18	26	12
gene4782	18	14	19
gene4783	22	19	15
gene4784	35	32	42
gene4785	22	12	17
gene4786	15	18	19
gene4787	24	30	22
gene4788	19	23	35
gene4789	17	16	25
gene4790	30	28	25
gene4791	28	28	22
gene4792	18	25	15
gene4793	26	25	25
gene4794	17	9	15
gene4795	29	32	22
gene4796	22	22	26
gene4797	23	19	13
gene4798	18	18	22
gene4799	33	28	24
gene4800	20	20	25
gene4801	30	19	19
gene4802	22	23	28
gene4803	20	19	20
gene4804	15	5	19
gene4805	19	16	16
gene4806	9	15	16
gene4807	17	11	11
gene4808	18	17	14
gene4809	22	15	28
gene4810	18	12	18
gene4811	8	6	13
gene4812	12	15	16
gene4813	13	17	14
gene4814	30	34	27
gene4815	20	11	20
gene4816	25	24	36
gene4817	33	26	27
gene4818	20	16	26
gene4819	8	20	14
gene4820	20	22	27
gene4821	21	19	25
gene4822	27	22	22
gene4823	18	22	24
gene4824	18	15	20
gene4825	22	24	18
gene4826	16	22	16
gene4827	26	24	22
gene4828	28	23	24
gene4829	11	20	14
gene4830	9	14	13
gene4831	25	30	29
gene4832	26	29	23
gene4833	23	19	17
gene4834	26	20	21
gene4835	6	6	9
gene4836	32	38	24
gene4837	36	16	22
gene4838	13	20	17
gene4839	18	12	15
gene4840	16	23	22
gene4841	17	24	24
gene4842	18	21	15
gene4843	20	18	18
gene4844	26	24	22
gene4845	14	16	22
gene4846	23	23	16
gene4847	9	11	13
gene4848	14	20	8
gene4849	12	16	14
gene4850	23	14	18
gene4851	11	4	12
gene4852	9	16	17
gene4853	24	13	19
gene4854	13	15	17
gene4855	12	17	15
gene4856	17	22	18
gene4857	10	12	16
gene4858	26	23	27
gene4859	15	22	19
gene4860	22	25	30
gene4861	17	15	13
gene4862	10	12	20
gene4863	23	21	14
gene4864	20	23	22
gene4865	19	27	20
gene4866	27	27	21
gene4867	19	20	34
gene4868	40	29	38
gene4869	8	16	5
gene4870	28	21	23
gene4871	33	37	29
gene4872	18	16	18
gene4873	18	16	29
gene4874	16	24	21
gene4875	17	10	26
gene4876	8	7	15
gene4877	15	23	18
gene4878	18	9	19
gene4879	16	11	18
gene4880	14	16	12
gene4881	15	12	17
gene4882	16	19	19
gene4883	15	21	14
gene4884	17	25	10
gene4885	16	7	13
gene4886	16	28	14
gene4887	21	20	13
gene4888	20	25	15
gene4889	24	14	31
gene4890	23	20	20
gene4891	8	24	16
gene4892	15	14	10
gene4893	9	16	18
gene4894	7	20	15
gene4895	32	24	34
gene4896	13	14	7
gene4897	31	17	16
gene4898	10	18	14
gene4899	21	12	15
gene4900	21	25	13
gene4901	14	15	23
gene4902	12	19	12
gene4903	27	12	24
gene4904	15	23	18
gene4905	7	20	19
gene4906	6	12	9
gene4907	25	23	17
gene4908	14	20	15
gene4909	13	10	22
gene4910	27	32	28
gene4911	11	22	25
gene4912	12	17	25
gene4913	13	13	11
gene4914	31	32	28
gene4915	24	26	23
gene4916	11	14	8
gene4917	41	40	43
gene4918	30	25	39
gene4919	24	23	27
gene4920	13	17	31
gene4921	28	21	17
gene4922	37	44	25
gene4923	19	24	19
gene4924	20	14	18
gene4925	22	21	21
gene4926	30	26	20
gene4927	25	20	27
gene4928	24	25	24
gene4929	11	7	7
gene4930	21	23	23
gene4931	15	15	14
gene4932	11	11	10
gene4933	14	26	26
gene4934	6	13	12
gene4935	26	37	26
gene4936	33	27	25
gene4937	28	20	31
gene4938	16	14	24
gene4939	22	21	18
gene4940	24	32	27
gene4941	16	26	23
gene4942	5	8	10
gene4943	20	19	21
gene4944	21	20	20
gene4945	16	16	16
gene4946	41	47	42
gene4947	24	24	31
gene4948	27	17	23
gene4949	18	17	19
gene4950	12	6	10
gene4951	12	20	18
gene4952	23	24	31
gene4953	17	18	21
gene4954	37	34	23
gene4955	29	21	21
gene4956	28	28	25
gene4957	6	5	8
gene4958	29	30	32
gene4959	21	18	19
gene4960	16	17	13
gene4961	26	32	26
gene4962	15	17	16
gene4963	22	17	18
gene4964	29	23	15
gene4965	22	21	20
gene4966	15	12	13
gene4967	9	3	7
gene4968	10	16	20
gene4969	17	22	20
gene4970	22	28	24
gene4971	24	18	13
gene4972	26	19	31
gene4973	24	39	38
gene4974	22	28	17
gene4975	17	18	30
gene4976	21	16	29
gene4977	12	13	10
gene4978	12	16	12
gene4979	25	26	29
gene4980	23	34	24
gene4981	10	13	13
gene4982	31	28	22
gene4983	11	12	18
gene4984	18	20	27
gene4985	30	20	32
gene4986	45	23	35
gene4987	22	18	27
gene4988	16	13	20
gene4989	29	26	27
gene4990	15	11	15
gene4991	19	14	16
gene4992	24	35	34
gene4993	43	48	45
gene4994	15	17	15
gene4995	27	32	20
gene4996	10	28	26
gene4997	21	16	19
gene4998	19	15	22
gene4999	21	24	27
gene5000	21	22	12
gene5001	20	11	32
gene5002	28	17	22
gene5003	18	18	19
gene5004	14	22	21
gene5005	26	18	19
gene5006	15	13	25
gene5007	19	16	14
gene5008	16	28	27
gene5009	18	18	22
gene5010	22	23	26
gene5011	22	23	23
gene5012	22	23	33
gene5013	8	13	10
gene5014	22	15	8
gene5015	14	14	15
gene5016	14	22	22
gene5017	16	16	13
gene5018	22	21	25
gene5019	23	39	24
gene5020	14	12	9
gene5021	18	14	20
gene5022	19	25	18
gene5023	16	22	18
gene5024	17	22	12
gene5025	27	27	23
gene5026	15	5	13
gene5027	4	8	5
gene5028	27	31	24
gene5029	12	11	12
gene5030	19	13	17
gene5031	21	20	22
gene5032	4	10	13
gene5033	13	26	19
gene5034	29	20	22
gene5035	17	19	16
gene5036	41	36	24
gene5037	23	21	18
gene5038	18	19	18
gene5039	15	12	13
gene5040	24	33	25
gene5041	37	27	33
gene5042	23	16	24
gene5043	12	10	12
gene5044	14	22	18
gene5045	16	14	15
gene5046	18	17	18
gene5047	16	25	23
gene5048	35	24	18
gene5049	22	17	15
gene5050	43	26	33
gene5051	14	9	6
gene5052	16	9	19
gene5053	17	27	31
gene5054	35	32	23
gene5055	13	17	11
gene5056	9	12	7
gene5057	14	14	16
gene5058	11	14	17
gene5059	32	33	23
gene5060	15	16	24
gene5061	25	28	29
gene5062	21	11	21
gene5063	28	28	25
gene5064	10	17	11
gene5065	30	15	30
gene5066	42	32	38
gene5067	20	24	26
gene5068	32	32	34
gene5069	26	17	22
gene5070	21	19	19
gene5071	16	21	15
gene5072	19	39	40
gene5073	33	25	30
gene5074	14	17	14
gene5075	13	14	6
gene5076	19	27	28
gene5077	21	13	17
gene5078	15	12	16
gene5079	19	25	13
gene5080	24	10	16
gene5081	10	18	18
gene5082	31	21	19
gene5083	13	13	13
gene5084	26	23	25
gene5085	18	17	18
gene5086	26	41	27
gene5087	19	25	24
gene5088	20	19	21
gene5089	9	9	9
gene5090	18	12	5
gene5091	14	12	11
gene5092	18	11	10
gene5093	25	18	20
gene5094	15	30	28
gene5095	24	18	19
gene5096	9	23	22
gene5097	15	22	16
gene5098	15	7	10
gene5099	1	14	10
gene5100	10	12	17
gene5101	22	25	28
gene5102	26	11	12
gene5103	37	22	22
gene5104	9	14	15
gene5105	32	18	28
gene5106	32	29	29
gene5107	12	16	14
gene5108	20	24	21
gene5109	50	56	56
gene5110	16	7	13
gene5111	16	17	12
gene5112	19	19	18
gene5113	23	18	16
gene5114	24	19	24
gene5115	8	12	3
gene5116	11	16	20
gene5117	24	18	11
gene5118	12	13	15
gene5119	23	15	11
gene5120	24	17	11
gene5121	15	10	19
gene5122	16	12	18
gene5123	21	26	21
gene5124	17	25	12
gene5125	13	25	22
gene5126	22	16	17
gene5127	23	23	10
gene5128	28	32	28
gene5129	18	28	27
gene5130	30	22	22
gene5131	18	19	10
gene5132	25	27	27
gene5133	26	23	29
gene5134	23	31	28
gene5135	10	14	11
gene5136	22	26	36
gene5137	31	23	17
gene5138	16	14	11
gene5139	26	21	39
gene5140	23	27	16
gene5141	17	25	16
gene5142	27	20	30
gene5143	17	13	21
gene5144	9	14	7
gene5145	35	40	37
gene5146	34	24	32
gene5147	16	21	17
gene5148	17	20	8
gene5149	26	27	20
gene5150	8	16	12
gene5151	9	6	14
gene5152	31	17	19
gene5153	10	14	18
gene5154	17	30	20
gene5155	14	13	5
gene5156	12	12	16
gene5157	19	20	22
gene5158	20	24	24
gene5159	17	16	17
gene5160	18	22	22
gene5161	17	17	13
gene5162	22	11	6
gene5163	29	32	21
gene5164	28	25	26
gene5165	21	26	23
gene5166	18	5	15
gene5167	30	24	30
gene5168	21	20	26
gene5169	3	10	5
gene5170	8	13	10
gene5171	19	37	34
gene5172	22	23	23
gene5173	20	19	20
