	replicates1	replicates2	replicates3
gene3903	26	19	30
gene3904	39	33	42
gene3905	15	19	14
gene3906	29	33	36
gene3907	10	1	5
gene3908	27	19	23
gene3909	15	11	18
gene3910	17	13	14
gene3911	16	26	14
gene3912	24	28	16
gene3913	16	24	14
gene3914	11	10	16
gene3915	13	10	10
gene3916	21	9	12
gene3917	24	14	21
gene3918	23	27	20
gene3919	19	26	18
gene3920	17	26	19
gene3921	15	21	23
gene3922	14	20	12
gene3923	28	24	17
gene3924	20	21	14
gene3925	25	26	25
gene3926	23	18	15
gene3927	28	23	24
gene3928	11	14	17
gene3929	35	38	16
gene3930	29	37	39
gene3931	10	17	11
gene3932	24	18	21
gene3933	25	19	17
gene3934	24	24	23
gene3935	12	15	24
gene3936	15	14	13
gene3937	20	30	19
gene3938	14	18	10
gene3939	20	16	24
gene3940	19	29	18
gene3941	25	28	31
gene3942	20	19	16
gene3943	20	18	12
gene3944	4	1	9
gene3945	16	10	14
gene3946	19	18	20
gene3947	12	18	24
gene3948	35	26	31
gene3949	30	22	24
gene3950	24	21	17
gene3951	26	24	21
gene3952	34	23	25
gene3953	9	13	10
gene3954	26	25	13
gene3955	20	16	10
gene3956	7	16	14
gene3957	15	10	15
gene3958	22	13	20
gene3959	19	24	23
gene3960	37	26	26
gene3961	32	19	24
gene3962	18	20	14
gene3963	17	7	14
gene3964	25	22	20
gene3965	23	8	16
gene3966	14	16	20
gene3967	26	26	32
gene3968	17	21	19
gene3969	22	27	34
gene3970	13	20	22
gene3971	28	23	19
gene3972	11	17	12
gene3973	16	21	19
gene3974	21	27	24
gene3975	29	18	19
gene3976	20	15	15
gene3977	14	14	10
gene3978	6	13	9
gene3979	10	17	15
gene3980	17	21	19
gene3981	34	28	46
gene3982	19	15	14
gene3983	33	34	23
gene3984	11	14	16
gene3985	26	30	21
gene3986	34	24	25
gene3987	15	19	14
gene3988	15	27	14
gene3989	31	27	29
gene3990	21	23	29
gene3991	10	8	12
gene3992	19	22	17
gene3993	10	11	23
gene3994	16	24	21
gene3995	28	24	37
gene3996	19	18	32
gene3997	25	23	19
gene3998	13	16	18
gene3999	16	20	22
gene4000	12	7	11
gene4001	18	17	22
gene4002	22	23	26
gene4003	31	32	39
gene4004	23	24	28
gene4005	17	15	11
gene4006	8	13	21
gene4007	11	7	11
gene4008	17	27	37
gene4009	28	30	21
gene4010	18	12	8
gene4011	9	14	12
gene4012	34	28	30
gene4013	12	12	13
gene4014	17	19	17
gene4015	22	26	21
gene4016	28	18	19
gene4017	19	18	14
gene4018	12	19	13
gene4019	30	28	29
gene4020	38	28	27
gene4021	37	19	22
gene4022	19	19	16
gene4023	32	46	33
gene4024	11	15	13
gene4025	17	24	23
gene4026	15	17	32
gene4027	12	17	20
gene4028	22	24	25
gene4029	34	27	42
gene4030	19	22	13
gene4031	10	18	8
gene4032	28	37	26
gene4033	23	23	26
gene4034	39	38	24
gene4035	17	22	16
gene4036	17	26	15
gene4037	29	31	30
gene4038	15	20	20
gene4039	11	20	27
gene4040	14	21	18
gene4041	14	21	16
gene4042	20	22	14
gene4043	9	11	6
gene4044	22	40	19
gene4045	14	27	23
gene4046	12	7	20
gene4047	7	7	8
gene4048	32	34	35
gene4049	11	9	14
gene4050	25	15	14
gene4051	16	19	15
gene4052	19	17	6
gene4053	24	22	24
gene4054	24	21	15
gene4055	25	26	25
gene4056	16	15	9
gene4057	36	39	31
gene4058	14	24	24
gene4059	15	17	30
gene4060	35	33	42
gene4061	14	14	26
gene4062	12	11	4
gene4063	19	19	11
gene4064	34	26	16
gene4065	25	33	27
gene4066	27	24	38
gene4067	34	29	34
gene4068	12	24	12
gene4069	18	11	10
gene4070	19	16	15
gene4071	17	17	9
gene4072	20	30	30
gene4073	20	22	21
gene4074	15	21	19
gene4075	21	18	22
gene4076	19	17	17
gene4077	7	14	7
gene4078	27	29	22
gene4079	11	19	12
gene4080	12	14	9
gene4081	31	19	35
gene4082	19	22	12
gene4083	14	14	19
gene4084	18	24	27
gene4085	22	9	24
gene4086	16	15	20
gene4087	22	12	14
gene4088	17	19	18
gene4089	18	19	25
gene4090	16	17	6
gene4091	30	36	29
gene4092	11	17	15
gene4093	24	31	22
gene4094	24	27	26
gene4095	16	13	25
gene4096	36	35	24
gene4097	2	7	7
gene4098	13	7	9
gene4099	17	19	15
gene4100	14	19	12
gene4101	29	25	18
gene4102	15	11	15
gene4103	25	29	22
gene4104	10	13	9
gene4105	18	29	25
gene4106	24	21	25
gene4107	23	21	19
gene4108	26	21	21
gene4109	32	18	20
gene4110	13	16	19
gene4111	32	32	26
gene4112	17	12	14
gene4113	19	22	16
gene4114	25	30	28
gene4115	23	31	27
gene4116	25	18	28
gene4117	28	26	23
gene4118	17	23	10
gene4119	18	25	27
gene4120	19	22	24
gene4121	21	23	13
gene4122	26	24	22
gene4123	15	11	13
gene4124	26	20	26
gene4125	14	19	12
gene4126	11	8	13
gene4127	14	21	20
gene4128	18	22	28
gene4129	12	6	5
gene4130	26	37	30
gene4131	35	33	26
gene4132	21	12	21
gene4133	14	16	15
gene4134	14	26	14
gene4135	18	24	25
gene4136	26	18	22
gene4137	27	34	24
gene4138	20	22	26
gene4139	26	31	35
gene4140	10	11	5
gene4141	25	18	22
gene4142	14	11	10
gene4143	17	12	19
gene4144	27	28	22
gene4145	22	20	21
gene4146	23	17	29
gene4147	21	18	18
gene4148	34	15	16
gene4149	15	14	17
gene4150	16	11	9
gene4151	12	15	23
gene4152	20	21	13
gene4153	15	18	18
gene4154	20	10	22
gene4155	8	16	13
gene4156	11	20	12
gene4157	21	14	16
gene4158	16	18	13
gene4159	13	10	15
gene4160	24	18	17
gene4161	13	19	14
gene4162	16	23	26
gene4163	18	20	15
gene4164	24	23	13
gene4165	11	17	11
gene4166	35	43	42
gene4167	26	18	18
gene4168	5	9	21
gene4169	9	16	12
gene4170	19	14	12
gene4171	15	14	20
gene4172	36	30	29
gene4173	27	23	27
gene4174	21	19	24
gene4175	17	10	13
gene4176	40	26	25
gene4177	12	30	19
gene4178	5	7	6
gene4179	21	29	29
gene4180	29	23	30
gene4181	31	28	30
gene4182	20	11	14
gene4183	21	23	32
gene4184	27	26	20
gene4185	17	14	19
gene4186	22	30	28
gene4187	15	8	13
gene4188	21	29	23
gene4189	18	14	13
gene4190	25	28	29
gene4191	15	13	16
gene4192	18	14	17
gene4193	16	16	30
gene4194	11	9	8
gene4195	24	27	39
gene4196	23	28	28
gene4197	28	44	28
gene4198	19	11	8
gene4199	19	17	19
gene4200	33	36	34
gene4201	20	18	17
gene4202	14	21	18
gene4203	20	14	19
gene4204	13	16	23
gene4205	12	22	19
gene4206	11	21	21
gene4207	30	30	29
gene4208	17	21	27
gene4209	10	9	6
gene4210	16	10	10
gene4211	18	7	8
gene4212	16	7	15
gene4213	20	20	18
gene4214	17	16	16
gene4215	12	22	20
gene4216	19	27	16
gene4217	25	24	27
gene4218	22	24	23
gene4219	14	15	11
gene4220	9	8	7
gene4221	17	15	14
gene4222	23	21	13
gene4223	16	20	17
gene4224	10	14	12
gene4225	16	13	24
gene4226	25	20	26
gene4227	14	16	20
gene4228	34	30	30
gene4229	21	15	18
gene4230	17	14	16
gene4231	34	27	39
gene4232	8	13	11
gene4233	19	28	32
gene4234	36	20	22
gene4235	24	38	37
gene4236	20	23	28
gene4237	28	29	34
gene4238	30	36	46
gene4239	17	16	16
gene4240	18	22	24
gene4241	10	10	7
gene4242	12	14	8
gene4243	12	23	23
gene4244	19	13	20
gene4245	19	23	23
gene4246	20	19	18
gene4247	34	19	29
gene4248	15	22	24
gene4249	18	25	17
gene4250	15	15	8
gene4251	18	12	15
gene4252	28	28	23
gene4253	19	20	18
gene4254	24	27	37
gene4255	15	18	11
gene4256	19	20	23
gene4257	15	3	7
gene4258	10	13	10
gene4259	9	19	12
gene4260	27	25	32
gene4261	34	32	30
gene4262	28	28	20
gene4263	15	21	17
gene4264	19	27	19
gene4265	42	24	27
gene4266	21	16	17
gene4267	27	29	22
gene4268	34	20	27
gene4269	15	20	16
gene4270	9	16	8
gene4271	28	21	32
gene4272	21	18	18
gene4273	26	20	17
gene4274	21	38	36
gene4275	12	15	14
gene4276	9	18	8
gene4277	23	27	25
gene4278	28	16	21
gene4279	14	16	21
gene4280	15	17	20
gene4281	14	20	13
gene4282	20	24	12
gene4283	11	13	10
gene4284	16	23	25
gene4285	22	18	20
gene4286	24	28	22
gene4287	9	20	16
gene4288	21	23	18
gene4289	30	28	30
gene4290	26	19	14
gene4291	28	21	23
gene4292	16	12	4
gene4293	27	20	19
gene4294	18	8	11
gene4295	12	10	10
gene4296	20	21	27
gene4297	32	34	37
gene4298	23	20	13
gene4299	20	24	23
gene4300	20	23	24
gene4301	18	17	26
gene4302	21	36	42
gene4303	37	31	31
gene4304	18	7	12
gene4305	23	34	36
gene4306	18	15	11
gene4307	34	34	37
gene4308	15	14	14
gene4309	39	44	32
gene4310	19	21	20
gene4311	15	16	11
gene4312	20	22	19
gene4313	10	6	6
gene4314	40	40	36
gene4315	17	10	12
gene4316	18	21	11
gene4317	25	32	29
gene4318	34	21	18
gene4319	11	8	10
gene4320	13	9	6
gene4321	26	29	34
gene4322	29	26	25
gene4323	33	22	33
gene4324	10	15	12
gene4325	40	39	43
gene4326	23	13	19
gene4327	14	14	13
gene4328	14	18	11
gene4329	19	19	18
gene4330	26	21	27
gene4331	12	11	14
gene4332	23	25	17
gene4333	11	8	10
gene4334	33	15	27
gene4335	21	21	24
gene4336	8	22	30
gene4337	31	29	30
gene4338	19	19	19
gene4339	18	21	13
gene4340	15	18	12
gene4341	35	34	38
gene4342	17	6	14
gene4343	21	8	19
gene4344	29	21	27
gene4345	12	15	16
gene4346	33	31	30
gene4347	23	19	20
gene4348	14	15	21
gene4349	19	12	21
gene4350	22	17	20
gene4351	33	36	42
gene4352	13	25	21
gene4353	16	14	16
gene4354	26	21	22
gene4355	18	23	25
gene4356	22	18	8
gene4357	25	29	29
gene4358	19	16	15
gene4359	13	14	16
gene4360	26	15	28
gene4361	11	11	11
gene4362	23	15	22
gene4363	12	12	18
gene4364	18	23	24
gene4365	17	13	12
gene4366	13	13	14
gene4367	32	34	33
gene4368	18	26	23
gene4369	27	40	26
gene4370	25	19	25
gene4371	18	18	18
gene4372	29	24	20
gene4373	23	17	21
gene4374	15	12	7
gene4375	17	17	14
gene4376	16	25	18
gene4377	26	20	17
gene4378	11	16	16
gene4379	17	21	12
gene4380	24	23	28
gene4381	12	15	26
gene4382	36	23	23
gene4383	32	34	38
gene4384	13	13	14
gene4385	12	9	11
gene4386	20	16	16
gene4387	10	19	15
gene4388	39	19	24
gene4389	16	23	23
gene4390	20	11	14
gene4391	21	21	23
gene4392	12	15	13
gene4393	5	8	2
gene4394	26	15	22
gene4395	24	19	19
gene4396	35	27	27
gene4397	20	10	10
gene4398	18	23	23
gene4399	16	6	4
gene4400	19	18	25
gene4401	19	16	15
gene4402	40	31	18
gene4403	20	17	22
gene4404	23	21	22
gene4405	13	17	18
gene4406	28	21	22
gene4407	18	15	12
gene4408	5	7	9
gene4409	26	31	34
gene4410	12	18	15
gene4411	17	13	17
gene4412	22	26	25
gene4413	15	13	23
gene4414	17	15	13
gene4415	6	9	12
gene4416	35	36	21
gene4417	5	4	8
gene4418	20	29	16
gene4419	28	30	31
gene4420	31	26	20
gene4421	21	15	17
gene4422	16	19	17
gene4423	22	18	20
gene4424	11	23	12
gene4425	12	23	15
gene4426	36	32	34
gene4427	15	22	24
gene4428	21	18	15
gene4429	16	28	19
gene4430	26	19	12
gene4431	17	14	22
gene4432	18	22	15
gene4433	8	10	13
gene4434	35	21	21
gene4435	23	34	31
gene4436	22	32	33
gene4437	18	16	20
gene4438	14	16	17
gene4439	13	20	29
gene4440	44	37	30
gene4441	25	17	25
gene4442	22	14	23
gene4443	17	22	20
gene4444	24	30	28
gene4445	10	18	15
gene4446	9	13	14
gene4447	19	16	26
gene4448	22	22	24
gene4449	18	20	14
gene4450	17	15	21
gene4451	14	16	18
gene4452	20	24	18
gene4453	12	14	15
gene4454	11	4	14
gene4455	17	28	26
gene4456	24	12	10
gene4457	31	25	30
gene4458	24	17	16
gene4459	21	23	9
gene4460	16	15	17
gene4461	22	14	18
gene4462	18	14	16
gene4463	32	22	29
gene4464	28	27	19
gene4465	16	18	24
gene4466	15	26	20
gene4467	21	19	22
gene4468	9	12	23
gene4469	16	17	13
gene4470	32	24	19
gene4471	19	19	29
gene4472	18	19	21
gene4473	28	25	33
gene4474	16	21	18
gene4475	36	26	26
gene4476	18	10	16
gene4477	19	19	14
gene4478	29	34	22
gene4479	18	26	23
gene4480	29	19	11
gene4481	34	27	26
gene4482	22	25	19
gene4483	10	7	5
gene4484	17	16	20
gene4485	29	26	29
gene4486	10	12	13
gene4487	21	17	24
gene4488	23	25	28
gene4489	19	21	22
gene4490	24	38	33
gene4491	12	12	7
gene4492	24	28	19
gene4493	19	14	18
gene4494	26	15	18
gene4495	34	20	33
gene4496	28	25	32
gene4497	19	30	34
gene4498	23	29	19
gene4499	22	14	26
gene4500	14	28	20
gene4501	14	14	10
gene4502	13	17	11
gene4503	16	11	15
gene4504	11	19	15
gene4505	35	31	39
gene4506	20	15	25
gene4507	18	19	20
gene4508	20	21	21
gene4509	23	17	17
gene4510	15	24	20
gene4511	20	17	9
gene4512	31	26	17
gene4513	29	12	22
gene4514	28	27	28
gene4515	26	18	24
gene4516	13	9	8
gene4517	18	13	16
gene4518	14	17	17
gene4519	4	10	7
gene4520	19	18	10
gene4521	21	24	19
gene4522	14	23	17
gene4523	14	23	12
gene4524	14	12	21
gene4525	18	17	24
gene4526	28	21	37
gene4527	9	13	24
gene4528	17	20	23
gene4529	24	18	18
gene4530	16	15	11
gene4531	11	14	19
gene4532	26	27	24
gene4533	15	21	16
gene4534	18	22	11
gene4535	42	34	34
gene4536	28	29	20
gene4537	11	20	12
gene4538	14	10	14
gene4539	21	16	24
gene4540	15	12	12
gene4541	23	17	22
gene4542	26	13	10
gene4543	11	10	9
gene4544	13	16	21
gene4545	21	15	24
gene4546	18	9	12
gene4547	10	12	11
gene4548	14	18	17
gene4549	22	33	28
gene4550	18	17	16
gene4551	25	37	26
gene4552	21	26	20
gene4553	23	10	13
gene4554	15	21	17
gene4555	8	9	13
gene4556	21	12	19
gene4557	12	12	17
gene4558	32	28	24
gene4559	23	26	28
gene4560	25	25	26
gene4561	12	11	8
gene4562	19	23	29
gene4563	35	31	40
gene4564	38	36	25
gene4565	19	16	14
gene4566	20	20	19
gene4567	27	35	36
gene4568	37	33	32
gene4569	20	20	22
gene4570	22	20	14
gene4571	23	39	25
gene4572	22	19	22
gene4573	20	19	19
gene4574	30	24	31
gene4575	14	14	14
gene4576	23	30	29
gene4577	10	15	18
gene4578	16	26	22
gene4579	21	15	30
gene4580	22	24	20
gene4581	16	17	15
gene4582	16	19	16
gene4583	7	16	9
gene4584	11	25	18
gene4585	7	10	8
gene4586	19	17	11
gene4587	19	17	12
gene4588	16	15	17
gene4589	30	18	22
gene4590	21	24	30
gene4591	31	18	20
gene4592	14	18	17
gene4593	29	23	18
gene4594	27	18	26
gene4595	21	14	23
gene4596	30	34	26
gene4597	11	28	16
gene4598	17	13	13
gene4599	19	18	12
gene4600	18	14	22
gene4601	22	23	31
gene4602	19	28	20
gene4603	23	24	21
gene4604	26	28	25
gene4605	19	26	30
gene4606	16	20	14
gene4607	18	16	15
gene4608	27	14	26
gene4609	33	31	35
gene4610	14	22	20
gene4611	11	7	12
gene4612	14	23	17
gene4613	18	8	13
gene4614	12	10	11
gene4615	24	23	24
gene4616	12	18	15
gene4617	5	9	4
gene4618	35	32	24
gene4619	11	2	9
gene4620	13	14	17
gene4621	15	12	14
gene4622	21	24	18
gene4623	29	19	27
gene4624	13	13	11
gene4625	17	19	21
gene4626	21	33	18
gene4627	34	20	22
gene4628	21	16	29
gene4629	20	13	22
gene4630	22	28	10
gene4631	33	20	28
gene4632	25	27	36
gene4633	11	13	14
gene4634	20	36	30
gene4635	22	12	17
gene4636	26	20	24
gene4637	24	22	17
gene4638	15	22	19
gene4639	28	30	22
gene4640	13	21	14
gene4641	25	21	19
gene4642	27	24	20
gene4643	21	24	25
gene4644	17	15	15
gene4645	7	5	4
gene4646	25	30	29
gene4647	18	9	12
gene4648	11	9	10
gene4649	13	15	17
gene4650	17	18	19
gene4651	22	12	21
gene4652	15	23	30
gene4653	34	42	28
gene4654	23	27	15
gene4655	20	24	20
gene4656	24	21	17
gene4657	41	28	35
gene4658	5	14	8
gene4659	11	15	19
gene4660	23	19	19
gene4661	29	29	26
gene4662	21	16	35
gene4663	16	22	26
gene4664	12	23	24
gene4665	27	22	28
gene4666	36	25	33
gene4667	24	18	24
gene4668	24	21	22
gene4669	28	22	20
gene4670	23	20	23
gene4671	9	12	13
gene4672	11	11	11
gene4673	20	18	25
gene4674	13	16	12
gene4675	29	22	15
gene4676	3	10	3
gene4677	11	5	14
gene4678	25	29	32
gene4679	28	21	25
gene4680	32	29	35
gene4681	21	22	13
gene4682	30	22	19
gene4683	23	36	19
gene4684	19	16	17
gene4685	19	25	12
gene4686	12	19	12
gene4687	23	23	19
gene4688	25	19	29
gene4689	15	14	15
gene4690	9	8	12
gene4691	19	28	17
gene4692	9	9	7
gene4693	14	13	16
gene4694	20	18	17
gene4695	14	22	21
gene4696	8	5	12
gene4697	16	20	13
gene4698	20	25	18
gene4699	8	16	3
gene4700	22	15	13
gene4701	8	10	12
gene4702	19	24	29
gene4703	14	17	8
gene4704	13	19	23
gene4705	29	29	38
gene4706	25	24	14
gene4707	38	24	23
gene4708	16	14	13
gene4709	9	10	11
gene4710	27	20	20
gene4711	17	12	4
gene4712	14	23	24
gene4713	14	9	11
gene4714	15	15	15
gene4715	19	21	15
gene4716	17	20	24
gene4717	15	18	14
gene4718	29	21	23
gene4719	15	18	9
gene4720	25	27	16
gene4721	29	32	28
gene4722	13	15	13
gene4723	6	15	14
gene4724	22	13	19
gene4725	28	34	33
gene4726	12	12	9
gene4727	15	21	29
gene4728	21	27	21
gene4729	24	14	17
gene4730	12	17	13
gene4731	11	12	7
gene4732	26	12	19
gene4733	7	11	7
gene4734	26	12	18
gene4735	15	19	20
gene4736	16	23	20
gene4737	30	21	27
gene4738	17	10	17
gene4739	24	24	28
gene4740	32	32	42
gene4741	17	6	10
gene4742	15	31	23
gene4743	33	23	20
gene4744	17	20	19
gene4745	18	27	17
gene4746	21	19	18
gene4747	13	18	14
gene4748	29	21	28
gene4749	15	13	8
gene4750	24	26	21
gene4751	13	22	21
gene4752	24	25	16
gene4753	12	22	19
gene4754	33	22	31
gene4755	15	10	14
gene4756	23	24	29
gene4757	28	41	32
gene4758	18	24	17
gene4759	10	11	9
gene4760	13	17	13
gene4761	16	21	24
gene4762	12	20	13
gene4763	15	16	14
gene4764	18	17	22
gene4765	42	37	33
gene4766	6	12	18
gene4767	16	14	19
gene4768	26	22	18
gene4769	20	15	17
gene4770	30	35	26
gene4771	27	26	17
gene4772	17	18	21
gene4773	28	28	16
gene4774	18	28	27
gene4775	25	21	11
gene4776	18	18	18
gene4777	13	13	14
gene4778	9	6	8
gene4779	13	18	16
gene4780	19	15	19
gene4781	25	29	13
gene4782	23	21	29
gene4783	17	14	20
gene4784	32	42	39
gene4785	15	21	19
gene4786	27	13	18
gene4787	22	32	26
gene4788	31	30	41
gene4789	16	31	9
gene4790	26	33	36
gene4791	25	27	33
gene4792	20	13	24
gene4793	28	24	29
gene4794	12	12	16
gene4795	36	34	27
gene4796	29	17	22
gene4797	22	23	17
gene4798	19	13	30
gene4799	39	35	29
gene4800	20	24	20
gene4801	17	19	21
gene4802	19	28	15
gene4803	13	14	21
gene4804	13	16	5
gene4805	19	15	16
gene4806	13	15	12
gene4807	14	20	16
gene4808	15	18	18
gene4809	19	15	18
gene4810	19	12	17
gene4811	7	19	6
gene4812	11	16	14
gene4813	16	15	8
gene4814	32	25	21
gene4815	17	25	17
gene4816	18	23	16
gene4817	30	37	43
gene4818	19	16	20
gene4819	28	19	14
gene4820	31	17	23
gene4821	20	17	22
gene4822	26	20	22
gene4823	23	19	18
gene4824	24	15	19
gene4825	11	17	20
gene4826	19	22	19
gene4827	27	26	21
gene4828	18	33	20
gene4829	18	13	13
gene4830	7	12	9
gene4831	14	22	23
gene4832	27	29	25
gene4833	8	19	19
gene4834	24	27	22
gene4835	5	7	8
gene4836	29	36	33
gene4837	21	30	36
gene4838	15	28	20
gene4839	18	20	13
gene4840	19	16	24
gene4841	19	31	12
gene4842	17	21	21
gene4843	13	14	15
gene4844	20	19	23
gene4845	28	29	27
gene4846	18	20	30
gene4847	14	15	11
gene4848	13	12	18
gene4849	11	14	16
gene4850	18	19	15
gene4851	10	17	10
gene4852	9	12	14
gene4853	21	14	22
gene4854	7	15	9
gene4855	8	13	12
gene4856	11	19	13
gene4857	15	18	11
gene4858	28	26	23
gene4859	14	10	18
gene4860	19	28	22
gene4861	16	21	18
gene4862	18	26	18
gene4863	20	30	23
gene4864	20	21	24
gene4865	30	27	19
gene4866	25	23	21
gene4867	30	22	21
gene4868	33	38	42
gene4869	11	10	13
gene4870	26	22	27
gene4871	26	32	24
gene4872	11	18	17
gene4873	15	33	20
gene4874	25	13	26
gene4875	16	29	27
gene4876	13	16	12
gene4877	22	17	21
gene4878	14	19	15
gene4879	14	11	15
gene4880	16	17	17
gene4881	15	11	23
gene4882	14	13	13
gene4883	27	17	12
gene4884	20	13	17
gene4885	14	13	11
gene4886	30	23	30
gene4887	16	21	14
gene4888	21	14	28
gene4889	25	20	30
gene4890	24	26	15
gene4891	20	11	17
gene4892	19	18	13
gene4893	6	9	7
gene4894	12	17	15
gene4895	29	28	32
gene4896	7	11	9
gene4897	10	16	18
gene4898	13	11	18
gene4899	17	18	19
gene4900	14	19	19
gene4901	21	13	13
gene4902	23	15	19
gene4903	28	19	23
gene4904	15	15	19
gene4905	15	22	7
gene4906	5	11	2
gene4907	23	17	29
gene4908	21	16	14
gene4909	11	17	11
gene4910	37	27	20
gene4911	14	24	19
gene4912	20	25	20
gene4913	7	11	17
gene4914	23	33	30
gene4915	24	15	27
gene4916	20	15	15
gene4917	35	36	26
gene4918	34	38	25
gene4919	26	32	23
gene4920	23	21	21
gene4921	20	25	17
gene4922	34	39	37
gene4923	21	16	19
gene4924	20	20	13
gene4925	16	23	23
gene4926	30	21	16
gene4927	15	20	25
gene4928	30	33	16
gene4929	10	14	4
gene4930	11	28	19
gene4931	18	11	20
gene4932	9	14	11
gene4933	22	24	21
gene4934	16	20	14
gene4935	31	28	24
gene4936	40	33	26
gene4937	20	31	27
gene4938	24	20	18
gene4939	21	22	20
gene4940	26	34	36
gene4941	26	21	13
gene4942	6	5	8
gene4943	22	25	28
gene4944	12	16	19
gene4945	18	16	13
gene4946	34	45	50
gene4947	25	16	19
gene4948	19	14	22
gene4949	19	25	18
gene4950	12	16	15
gene4951	13	12	20
gene4952	35	19	23
gene4953	25	17	20
gene4954	32	36	34
gene4955	22	21	20
gene4956	28	27	15
gene4957	14	8	10
gene4958	26	33	33
gene4959	18	22	16
gene4960	21	17	19
gene4961	19	25	19
gene4962	18	23	13
gene4963	21	29	30
gene4964	26	27	30
gene4965	15	20	19
gene4966	18	18	18
gene4967	6	5	4
gene4968	18	14	18
gene4969	20	26	15
gene4970	24	30	25
gene4971	14	9	18
gene4972	23	21	25
gene4973	40	27	27
gene4974	17	20	16
gene4975	14	17	18
gene4976	22	19	23
gene4977	9	12	18
gene4978	14	16	13
gene4979	18	34	15
gene4980	27	17	19
gene4981	7	26	14
gene4982	30	28	34
gene4983	15	15	13
gene4984	26	25	25
gene4985	29	31	34
gene4986	38	26	42
gene4987	27	23	13
gene4988	16	14	15
gene4989	23	26	14
gene4990	26	21	10
gene4991	15	12	14
gene4992	24	32	36
gene4993	28	40	40
gene4994	19	14	15
gene4995	20	23	23
gene4996	24	23	24
gene4997	18	19	20
gene4998	18	20	13
gene4999	24	18	19
gene5000	20	19	17
gene5001	20	19	28
gene5002	26	18	19
gene5003	26	20	22
gene5004	16	10	13
gene5005	22	19	30
gene5006	27	26	35
gene5007	12	20	17
gene5008	31	20	20
gene5009	15	23	24
gene5010	29	37	31
gene5011	24	28	19
gene5012	22	22	30
gene5013	10	13	11
gene5014	20	15	16
gene5015	19	20	16
gene5016	16	25	26
gene5017	8	12	17
gene5018	23	33	19
gene5019	20	16	22
gene5020	12	7	18
gene5021	12	16	16
gene5022	28	24	20
gene5023	19	14	7
gene5024	17	10	11
gene5025	26	27	19
gene5026	15	9	4
gene5027	5	3	8
gene5028	28	24	22
gene5029	13	7	8
gene5030	20	24	23
gene5031	18	22	16
gene5032	14	10	8
gene5033	17	18	15
gene5034	16	23	27
gene5035	27	17	17
gene5036	33	38	40
gene5037	17	24	34
gene5038	17	20	21
gene5039	14	14	10
gene5040	28	21	19
gene5041	29	40	29
gene5042	18	16	16
gene5043	5	9	6
gene5044	23	25	20
gene5045	6	17	16
gene5046	26	17	20
gene5047	22	19	17
gene5048	25	26	20
gene5049	12	26	20
gene5050	36	32	32
gene5051	17	4	8
gene5052	9	24	12
gene5053	20	28	22
gene5054	23	29	23
gene5055	16	17	20
gene5056	9	14	14
gene5057	18	26	18
gene5058	15	17	15
gene5059	30	32	33
gene5060	18	14	16
gene5061	27	29	24
gene5062	13	15	13
gene5063	19	20	16
gene5064	21	18	14
gene5065	19	31	17
gene5066	33	38	40
gene5067	24	21	17
gene5068	39	40	36
gene5069	27	29	17
gene5070	23	30	22
gene5071	23	20	18
gene5072	33	26	33
gene5073	28	28	31
gene5074	19	9	16
gene5075	14	10	8
gene5076	17	33	30
gene5077	17	21	18
gene5078	22	20	15
gene5079	14	11	18
gene5080	9	9	17
gene5081	12	21	16
gene5082	28	21	32
gene5083	22	18	17
gene5084	20	18	19
gene5085	20	16	15
gene5086	46	35	24
gene5087	21	23	25
gene5088	24	24	18
gene5089	7	7	16
gene5090	13	11	11
gene5091	16	17	14
gene5092	5	17	10
gene5093	13	30	14
gene5094	22	23	27
gene5095	32	22	21
gene5096	21	26	10
gene5097	13	22	20
gene5098	9	10	12
gene5099	6	12	9
gene5100	16	12	14
gene5101	21	22	23
gene5102	16	23	18
gene5103	21	28	41
gene5104	9	13	6
gene5105	28	11	17
gene5106	32	41	28
gene5107	12	11	10
gene5108	15	19	24
gene5109	47	51	60
gene5110	12	12	18
gene5111	19	17	10
gene5112	18	20	20
gene5113	19	19	19
gene5114	27	36	16
gene5115	9	11	9
gene5116	16	17	15
gene5117	18	13	17
gene5118	24	15	16
gene5119	20	12	29
gene5120	21	17	20
gene5121	18	16	14
gene5122	18	20	14
gene5123	21	23	19
gene5124	12	17	16
gene5125	18	27	25
gene5126	20	23	17
gene5127	19	22	17
gene5128	31	23	27
gene5129	13	23	35
gene5130	20	40	34
gene5131	16	9	17
gene5132	23	18	23
gene5133	24	29	28
gene5134	32	28	26
gene5135	10	11	9
gene5136	24	24	17
gene5137	18	26	23
gene5138	13	12	12
gene5139	30	19	29
gene5140	26	17	26
gene5141	29	23	15
gene5142	32	19	25
gene5143	25	13	17
gene5144	10	8	8
gene5145	41	36	37
gene5146	33	32	32
gene5147	23	17	20
gene5148	15	19	17
gene5149	22	23	24
gene5150	15	16	11
gene5151	9	14	10
gene5152	19	15	20
gene5153	10	24	19
gene5154	26	17	15
gene5155	14	9	11
gene5156	10	18	13
gene5157	14	11	12
gene5158	25	26	19
gene5159	17	18	20
gene5160	15	15	23
gene5161	12	17	10
gene5162	13	13	14
gene5163	30	27	24
gene5164	30	28	27
gene5165	25	29	19
gene5166	13	11	14
gene5167	32	20	32
gene5168	27	24	28
gene5169	8	6	12
gene5170	13	7	10
gene5171	31	38	29
gene5172	20	18	27
gene5173	18	15	18
